system:index,cluster_id,label,.geo
1_+2858+5736,-59301200,pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_+2869+5747,-1989671422,pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_+2892+5887,-1592193776,pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+2904+5823,751141656,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+2909+5858,1622992849,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+2915+5814,-907809929,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+2920+5839,717028729,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+2928+5821,-2090217704,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+2936+5901,-1620509328,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+2951+5840,-927682856,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+2954+5872,-1970117306,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+2978+5851,-1650057576,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3101+6003,389809059,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3150+6044,-1183946609,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3167+6071,1731861348,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3187+6051,1084949567,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3203+5924,609879723,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3209+5958,-1375384671,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3212+5912,-1204073540,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3219+5931,-1886681581,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3227+6029,-2047432675,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3241+5934,-1078309186,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3255+6041,-1684519858,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3261+5917,1638207029,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3263+6046,-1077771856,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3286+5966,1923155824,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3293+6062,-1139797993,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3299+6036,-732411831,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3303+6061,-24331652,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3305+5946,949188862,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3307+5985,-790735484,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3311+6047,-1693262078,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3319+6091,929279411,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3321+5975,1651207459,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3333+5939,1109720204,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3339+6049,-1676773651,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3340+6052,-628422458,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3344+5956,810369239,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3370+5940,-567759380,non-pandanwangi,"{""type"":""MultiPoint"",""coordinates"":[]}"
