system:index,cluster_id,label,.geo
2_+3673+7451,2051782085,non-sawah,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3691+7432,-1923546919,non-sawah,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3717+7382,-1761787494,non-sawah,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3726+7355,2096245593,non-sawah,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3729+7530,722961347,non-sawah,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3731+7531,26469806,non-sawah,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3745+7475,626814389,non-sawah,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3763+7341,202633184,non-sawah,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3763+7518,650876161,non-sawah,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3857+7403,-223324487,non-sawah,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3862+7394,-241562206,non-sawah,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3889+7367,-1235856073,non-sawah,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3920+7363,-1846419682,non-sawah,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3924+7332,-1345919017,non-sawah,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3980+7328,-1362720936,non-sawah,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_+3987+7305,1270863812,non-sawah,"{""type"":""MultiPoint"",""coordinates"":[]}"
